district,year,month,min_temperature_C,max_temperature_C,mean_temperature_C,avg_wind_speed_kmh,precipitation_sum_mm,precipitation_hours_h,extreme_weather_days,avg_shortwave_radiation_MJ_m2,avg_evapotranspiration_mm
Kilinochchi,2016,4,24.5,32.9,28.7,9.6,61.4,34,0,27.14,8.43
Kilinochchi,2016,5,26.8,37.2,32.0,21.4,118.6,68,0,25.2,8.91
Kilinochchi,2016,6,26.9,39.0,33.0,16.5,70.5,17,0,19.61,8.63
Kilinochchi,2016,7,28.0,36.7,32.4,16.3,129.0,46,0,22.4,8.22
Kilinochchi,2016,8,26.0,35.7,30.9,19.5,71.3,40,0,21.67,8.23
Kilinochchi,2016,9,24.3,35.1,29.7,17.8,97.9,45,0,20.48,8.09
Kilinochchi,2016,10,24.0,32.7,28.4,17.4,143.8,41,0,24.53,7.71
Kilinochchi,2016,11,23.6,33.1,28.4,13.0,154.6,65,0,21.71,7.86
Kilinochchi,2016,12,17.4,26.9,22.1,18.2,212.3,84,0,20.5,6.63
Kilinochchi,2017,1,18.4,30.4,24.4,18.2,164.6,37,0,26.03,7.46
Kilinochchi,2017,2,20.2,28.3,24.2,19.7,154.5,43,0,25.05,7.29
Kilinochchi,2017,3,24.0,34.4,29.2,15.4,68.2,18,0,27.67,8.94
Kilinochchi,2017,4,21.9,31.4,26.6,15.8,15.6,20,0,21.62,7.02
Kilinochchi,2017,5,27.8,38.9,33.4,21.5,148.5,50,0,23.95,8.77
Kilinochchi,2017,6,26.4,38.8,32.6,17.3,102.8,63,0,21.75,8.36
Kilinochchi,2017,7,26.1,36.5,31.3,15.8,107.1,57,0,20.79,7.43
Kilinochchi,2017,8,26.8,36.7,31.8,19.9,60.0,32,0,26.3,8.23
Kilinochchi,2017,9,24.1,33.9,29.0,13.2,83.6,16,0,22.97,7.51
Kilinochchi,2017,10,24.4,34.0,29.2,13.0,84.7,18,0,24.24,8.42
Kilinochchi,2017,11,24.8,32.9,28.9,14.9,168.7,61,0,22.9,7.3
Kilinochchi,2017,12,20.2,26.8,23.5,10.9,224.2,96,0,25.87,7.14
Kilinochchi,2018,1,19.5,28.7,24.1,15.6,260.4,89,0,20.61,6.38
Kilinochchi,2018,2,17.9,28.4,23.1,11.9,138.2,65,0,24.21,6.77
Kilinochchi,2018,3,21.6,33.5,27.6,15.4,46.1,19,0,25.87,7.75
Kilinochchi,2018,4,24.3,35.4,29.9,13.6,58.7,38,0,22.18,8.07
Kilinochchi,2018,5,26.7,37.0,31.9,19.7,88.4,25,0,25.6,8.38
Kilinochchi,2018,6,26.7,38.0,32.4,13.9,117.3,60,0,18.97,8.02
Kilinochchi,2018,7,28.7,34.9,31.8,12.6,127.2,67,0,23.39,8.69
Kilinochchi,2018,8,27.9,37.1,32.5,12.8,87.4,42,0,27.47,9.34
Kilinochchi,2018,9,22.2,32.9,27.5,13.7,99.5,30,0,21.41,7.21
Kilinochchi,2018,10,25.4,35.2,30.3,18.2,154.8,43,0,22.79,7.76
Kilinochchi,2018,11,25.0,32.6,28.8,15.0,194.1,43,0,18.58,6.97
Kilinochchi,2018,12,18.7,29.5,24.1,20.1,245.5,68,0,21.96,7.13
Kilinochchi,2019,1,19.1,27.9,23.5,19.8,229.0,90,0,24.9,6.65
Kilinochchi,2019,2,18.8,30.9,24.9,18.8,172.1,68,0,25.59,7.84
Kilinochchi,2019,3,23.5,32.9,28.2,14.8,33.1,18,0,26.25,7.86
Kilinochchi,2019,4,23.5,35.3,29.4,10.0,23.7,16,0,28.5,8.82
Kilinochchi,2019,5,27.5,35.5,31.5,20.7,101.2,30,0,19.66,7.22
Kilinochchi,2019,6,26.9,37.1,32.0,18.0,135.4,65,0,24.07,8.57
Kilinochchi,2019,7,25.8,35.0,30.4,10.9,140.6,44,0,25.82,8.58
Kilinochchi,2019,8,28.4,35.7,32.0,17.7,130.9,49,0,22.58,7.83
Kilinochchi,2019,9,25.4,30.2,27.8,19.3,90.6,42,0,19.16,6.98
Kilinochchi,2019,10,23.5,31.9,27.7,17.2,131.9,68,0,22.15,7.19
Kilinochchi,2019,11,22.9,33.1,28.0,14.5,224.9,62,0,20.82,7.26
Kilinochchi,2019,12,18.7,28.7,23.7,12.9,199.6,50,0,24.85,7.83
Kilinochchi,2020,1,18.0,28.8,23.4,16.2,134.8,37,0,21.86,6.9
Kilinochchi,2020,2,20.6,28.5,24.6,21.2,134.5,48,0,21.51,7.11
Kilinochchi,2020,3,25.0,34.9,29.9,16.2,71.7,38,0,23.21,7.87
Kilinochchi,2020,4,25.2,33.6,29.4,9.2,64.6,17,0,27.71,8.21
Kilinochchi,2020,5,28.3,35.4,31.9,18.3,101.9,33,0,23.95,8.21
Kilinochchi,2020,6,27.7,37.0,32.4,17.5,96.8,38,0,22.8,8.02
Kilinochchi,2020,7,26.8,38.2,32.5,16.2,89.1,40,0,24.88,9.04
Kilinochchi,2020,8,28.7,38.9,33.8,16.3,107.1,33,0,27.0,8.95
Kilinochchi,2020,9,24.6,32.7,28.7,13.9,120.3,56,0,23.14,7.66
Kilinochchi,2020,10,22.7,34.0,28.4,11.7,211.7,75,0,22.33,7.41
Kilinochchi,2020,11,25.4,33.9,29.6,17.5,197.8,42,0,24.34,7.87
Kilinochchi,2020,12,20.4,30.1,25.2,19.9,210.3,57,0,22.67,7.32
Kilinochchi,2021,1,18.6,31.1,24.9,14.5,127.7,57,0,24.52,7.46
Kilinochchi,2021,2,19.6,29.8,24.7,15.6,187.3,56,0,24.82,6.98
Kilinochchi,2021,3,23.8,31.6,27.7,16.0,71.9,44,0,25.37,7.25
Kilinochchi,2021,4,23.9,30.1,27.0,13.8,66.7,35,0,25.36,7.75
Kilinochchi,2021,5,26.9,38.6,32.8,13.9,83.7,22,0,23.03,8.09
Kilinochchi,2021,6,28.3,36.8,32.5,13.5,93.4,28,0,20.61,8.12
Kilinochchi,2021,7,28.3,35.2,31.8,17.8,99.7,24,0,26.61,8.49
Kilinochchi,2021,8,27.4,37.5,32.5,19.8,107.4,65,0,21.45,8.47
Kilinochchi,2021,9,22.7,31.2,26.9,16.2,135.8,36,0,19.64,6.7
Kilinochchi,2021,10,24.4,33.5,28.9,17.1,255.5,97,0,21.83,7.28
Kilinochchi,2021,11,23.2,34.9,29.0,18.2,250.3,67,0,23.92,7.86
Kilinochchi,2021,12,20.7,29.4,25.0,17.2,130.0,45,0,24.37,7.65
Kilinochchi,2022,1,20.7,29.7,25.2,10.8,223.1,79,0,28.35,8.33
Kilinochchi,2022,2,18.3,31.1,24.7,17.0,164.9,65,0,27.55,7.95
Kilinochchi,2022,3,23.1,32.5,27.8,10.1,75.9,25,0,27.12,8.23
Kilinochchi,2022,4,22.5,32.6,27.6,15.0,63.2,22,0,25.34,8.29
Kilinochchi,2022,5,27.0,39.0,33.0,13.4,151.2,51,0,22.65,8.35
Kilinochchi,2022,6,28.1,35.9,32.0,15.6,108.1,67,0,19.01,7.65
Kilinochchi,2022,7,28.3,36.9,32.6,14.1,106.3,55,0,24.23,9.04
Kilinochchi,2022,8,26.8,35.1,31.0,13.1,128.9,35,0,28.86,9.26
Kilinochchi,2022,9,24.0,33.0,28.5,17.9,86.7,43,0,21.16,7.38
Kilinochchi,2022,10,24.5,31.5,28.0,13.4,121.8,55,0,24.98,7.72
Kilinochchi,2022,11,23.0,33.6,28.3,16.7,227.0,72,0,21.54,7.7
Kilinochchi,2022,12,17.3,27.9,22.6,11.9,240.8,50,0,21.82,6.97
Kilinochchi,2023,1,18.7,29.2,23.9,21.2,228.0,63,0,23.43,7.46
Kilinochchi,2023,2,21.7,30.9,26.3,13.2,198.4,32,0,27.87,7.77
Kilinochchi,2023,3,23.0,32.9,27.9,14.2,53.7,22,0,24.04,8.0
Kilinochchi,2023,4,24.1,28.9,26.5,14.3,44.2,29,0,29.54,7.94
Kilinochchi,2023,5,29.1,37.4,33.2,10.8,135.3,53,0,21.17,8.12
Kilinochchi,2023,6,28.9,38.1,33.5,17.3,85.3,32,0,24.8,8.6
Kilinochchi,2023,7,28.8,40.1,34.5,14.5,179.7,34,0,23.16,8.58
Kilinochchi,2023,8,26.9,35.4,31.1,18.5,62.9,27,0,23.86,8.63
Kilinochchi,2023,9,24.5,32.8,28.6,15.2,134.0,70,0,19.78,7.5
Kilinochchi,2023,10,23.9,34.8,29.3,19.0,244.6,73,0,20.71,8.14
Kilinochchi,2023,11,23.9,30.4,27.1,18.2,145.9,68,0,23.76,7.43
Kilinochchi,2023,12,19.1,28.6,23.9,15.8,164.4,41,0,23.46,6.7
Kilinochchi,2024,1,19.0,31.2,25.1,19.8,165.7,54,0,24.58,7.59
Kilinochchi,2024,2,19.1,28.5,23.8,18.6,133.7,50,0,27.05,7.75
Kilinochchi,2024,3,23.4,32.0,27.7,17.0,43.5,37,0,27.81,8.06
Kilinochchi,2024,4,23.3,31.8,27.6,9.0,64.8,17,0,25.63,7.26
Kilinochchi,2024,5,28.0,38.6,33.3,22.0,193.5,44,0,22.6,8.58
Kilinochchi,2024,6,28.1,37.8,33.0,17.0,98.3,41,0,24.04,8.25
Kilinochchi,2024,7,29.0,36.0,32.5,13.6,122.6,47,0,22.1,7.97
Kilinochchi,2024,8,27.0,37.2,32.1,15.0,77.4,30,0,25.92,8.23
Kilinochchi,2024,9,22.0,31.8,26.9,21.4,147.8,52,0,25.22,7.56
Kilinochchi,2024,10,23.8,29.8,26.8,20.5,219.7,58,0,24.52,7.58
Kilinochchi,2024,11,22.7,34.7,28.7,12.7,166.8,40,0,21.59,7.63
Kilinochchi,2024,12,19.0,27.1,23.1,14.4,228.7,64,0,23.95,6.56
Kurunegala,2010,1,19.5,27.4,23.4,19.7,164.9,31,0,25.3,7.63
Kurunegala,2010,2,19.9,29.5,24.7,13.0,145.8,46,0,25.0,7.88
Kurunegala,2010,3,20.9,31.4,26.1,11.0,90.7,34,0,21.29,7.35
Kurunegala,2010,4,20.3,28.1,24.2,7.0,95.5,36,0,18.0,6.33
Kurunegala,2010,5,24.4,34.2,29.3,12.5,166.0,52,0,16.07,6.56
Kurunegala,2010,6,22.9,33.3,28.1,13.3,222.2,63,0,21.84,7.54
Kurunegala,2010,7,25.1,34.8,29.9,16.1,283.7,80,0,20.4,7.11
Kurunegala,2010,8,26.4,33.8,30.1,14.9,214.3,60,0,22.89,7.77
Kurunegala,2010,9,23.0,31.0,27.0,18.6,103.3,48,0,19.19,6.72
Kurunegala,2010,10,23.1,30.1,26.6,12.5,138.9,69,0,15.49,6.44
Kurunegala,2010,11,21.0,31.1,26.1,13.9,156.7,59,0,16.61,6.49
Kurunegala,2010,12,17.6,26.3,22.0,14.3,197.2,65,0,22.47,6.32
Kurunegala,2011,1,18.6,25.6,22.1,12.8,136.4,45,0,22.47,6.79
Kurunegala,2011,2,18.9,25.4,22.1,13.9,186.3,45,0,19.4,5.89
Kurunegala,2011,3,22.3,29.5,25.9,10.9,112.7,52,0,25.43,7.91
Kurunegala,2011,4,20.9,30.3,25.6,9.9,171.0,35,0,24.7,7.14
Kurunegala,2011,5,24.6,34.4,29.5,9.7,216.8,87,0,15.6,6.99
Kurunegala,2011,6,26.4,33.8,30.1,14.3,195.5,63,0,23.78,7.56
Kurunegala,2011,7,23.4,32.9,28.1,12.1,268.4,71,0,20.39,7.27
Kurunegala,2011,8,23.3,33.3,28.3,12.7,272.2,77,0,21.45,7.35
Kurunegala,2011,9,20.0,29.4,24.7,11.7,310.2,124,0,13.73,6.15
Kurunegala,2011,10,20.0,30.0,25.0,16.8,198.1,62,0,22.52,6.83
Kurunegala,2011,11,22.0,31.8,26.9,13.3,148.0,70,0,20.93,7.31
Kurunegala,2011,12,19.2,27.9,23.5,8.4,154.6,63,0,19.83,6.69
Kurunegala,2012,1,17.8,30.1,24.0,18.9,118.7,45,0,23.83,7.21
Kurunegala,2012,2,17.7,25.6,21.6,14.8,178.1,60,0,23.1,6.63
Kurunegala,2012,3,23.5,29.6,26.6,9.3,139.4,41,0,21.61,7.08
Kurunegala,2012,4,22.8,27.6,25.2,9.2,77.0,32,0,26.19,7.37
Kurunegala,2012,5,23.6,35.0,29.3,11.5,205.1,51,0,20.54,8.13
Kurunegala,2012,6,23.1,31.0,27.1,18.9,197.5,38,0,21.4,6.96
Kurunegala,2012,7,22.1,30.8,26.5,9.8,162.8,69,0,22.61,7.06
Kurunegala,2012,8,25.2,34.9,30.0,16.2,275.4,65,0,23.07,8.25
Kurunegala,2012,9,21.9,30.1,26.0,10.3,276.3,58,0,21.37,7.28
Kurunegala,2012,10,21.8,30.2,26.0,14.1,223.1,59,0,18.29,6.37
Kurunegala,2012,11,22.3,29.9,26.1,15.4,192.8,64,0,19.82,6.61
Kurunegala,2012,12,18.4,26.6,22.5,15.3,103.7,61,0,18.18,6.03
Kurunegala,2013,1,18.9,26.7,22.8,9.0,234.4,67,0,22.25,6.87
Kurunegala,2013,2,17.4,28.1,22.8,14.3,226.5,98,0,19.03,6.5
Kurunegala,2013,3,21.9,30.0,25.9,8.9,135.9,37,0,22.14,7.07
Kurunegala,2013,4,21.4,28.9,25.1,9.2,114.5,67,0,21.11,6.77
Kurunegala,2013,5,25.4,32.1,28.8,16.3,217.8,95,0,17.65,7.35
Kurunegala,2013,6,24.1,32.1,28.1,15.8,212.5,60,0,14.77,6.3
Kurunegala,2013,7,24.8,34.1,29.5,11.7,261.8,83,0,23.83,7.69
Kurunegala,2013,8,23.6,33.7,28.7,13.5,141.2,38,0,19.37,7.25
Kurunegala,2013,9,20.3,29.5,24.9,12.1,213.2,58,0,20.95,6.89
Kurunegala,2013,10,21.9,30.6,26.2,10.0,128.9,59,0,17.29,6.36
Kurunegala,2013,11,21.7,26.5,24.1,11.3,158.9,39,0,19.06,5.73
Kurunegala,2013,12,19.6,25.6,22.6,14.9,165.6,33,0,21.05,6.18
Kurunegala,2014,1,19.0,27.2,23.1,14.1,136.1,66,0,23.27,6.73
Kurunegala,2014,2,18.1,28.3,23.2,16.7,140.9,61,0,24.4,7.24
Kurunegala,2014,3,22.2,30.9,26.5,9.9,87.6,39,0,23.85,7.26
Kurunegala,2014,4,19.9,30.1,25.0,8.4,120.5,70,0,24.5,6.98
Kurunegala,2014,5,25.5,32.5,29.0,17.3,158.6,65,0,17.95,7.17
Kurunegala,2014,6,23.7,34.0,28.9,14.7,240.8,71,0,16.93,7.04
Kurunegala,2014,7,25.4,34.5,29.9,9.7,165.6,39,0,21.16,8.11
Kurunegala,2014,8,23.7,34.1,28.9,11.3,157.3,48,0,19.23,7.3
Kurunegala,2014,9,22.7,31.2,26.9,18.4,185.5,36,0,19.8,7.33
Kurunegala,2014,10,22.5,33.5,28.0,19.0,183.2,30,0,15.48,7.22
Kurunegala,2014,11,20.9,28.9,24.9,15.4,154.0,40,0,16.85,6.28
Kurunegala,2014,12,18.8,26.3,22.6,16.4,175.4,30,0,20.54,6.18
Kurunegala,2015,1,18.7,26.4,22.5,11.8,157.5,35,0,23.26,6.45
Kurunegala,2015,2,19.0,29.9,24.4,14.3,177.8,36,0,21.41,7.17
Kurunegala,2015,3,22.1,29.7,25.9,12.5,99.7,28,0,21.61,7.05
Kurunegala,2015,4,20.4,29.7,25.0,6.5,98.3,26,0,20.35,6.65
Kurunegala,2015,5,23.4,30.9,27.1,12.0,312.0,83,0,19.49,7.48
Kurunegala,2015,6,25.4,32.4,28.9,9.5,228.7,58,0,16.26,6.9
Kurunegala,2015,7,25.6,34.6,30.1,16.6,238.6,93,0,23.32,7.95
Kurunegala,2015,8,23.6,33.2,28.4,16.2,241.2,85,0,18.2,7.29
Kurunegala,2015,9,20.5,31.7,26.1,15.6,217.9,83,0,17.39,7.14
Kurunegala,2015,10,22.4,31.6,27.0,12.0,126.0,51,0,22.41,7.15
Kurunegala,2015,11,20.5,31.5,26.0,16.9,201.8,75,0,18.43,7.26
Kurunegala,2015,12,18.2,25.3,21.8,16.3,206.9,63,0,20.2,6.03
Kurunegala,2016,1,18.7,26.2,22.4,10.8,137.3,43,0,23.66,6.62
Kurunegala,2016,2,18.0,25.8,21.9,10.9,161.6,56,0,25.98,7.04
Kurunegala,2016,3,21.5,31.6,26.6,9.4,112.5,65,0,19.61,6.87
Kurunegala,2016,4,21.8,30.4,26.1,10.6,111.3,48,0,21.25,7.16
Kurunegala,2016,5,23.7,30.0,26.9,12.0,145.6,32,0,19.03,6.52
Kurunegala,2016,6,24.0,31.0,27.5,15.6,146.7,49,0,21.22,7.03
Kurunegala,2016,7,23.8,32.9,28.4,14.7,233.7,66,0,20.21,7.45
Kurunegala,2016,8,25.2,35.3,30.2,17.8,203.8,84,0,25.72,8.48
Kurunegala,2016,9,21.3,28.2,24.8,11.7,216.8,86,0,16.74,6.12
Kurunegala,2016,10,20.0,32.8,26.4,15.7,199.9,31,0,17.04,7.25
Kurunegala,2016,11,22.5,31.8,27.1,16.7,151.0,32,0,15.69,6.58
Kurunegala,2016,12,16.9,26.8,21.9,10.1,146.0,41,0,24.78,6.79
Kurunegala,2017,1,17.3,28.3,22.8,16.2,187.8,48,0,25.08,7.24
Kurunegala,2017,2,17.8,26.4,22.1,15.8,184.9,31,0,25.04,7.26
Kurunegala,2017,3,22.4,30.9,26.6,13.8,57.8,33,0,23.08,7.45
Kurunegala,2017,4,19.5,30.7,25.1,7.5,130.4,59,0,25.16,7.97
Kurunegala,2017,5,24.9,33.3,29.1,15.7,297.7,76,0,20.45,7.39
Kurunegala,2017,6,24.5,32.4,28.4,10.7,245.6,68,0,19.84,7.43
Kurunegala,2017,7,24.0,34.5,29.2,12.1,209.0,66,0,25.13,8.5
Kurunegala,2017,8,25.0,31.9,28.4,12.4,235.9,82,0,19.61,6.77
Kurunegala,2017,9,22.3,30.0,26.1,15.5,193.4,59,0,16.98,6.49
Kurunegala,2017,10,20.9,30.8,25.9,16.8,154.6,55,0,17.62,6.51
Kurunegala,2017,11,19.5,27.2,23.4,13.5,162.4,33,0,21.4,6.69
Kurunegala,2017,12,17.7,26.7,22.2,14.8,165.0,56,0,21.32,6.4
Kurunegala,2018,1,17.8,25.8,21.8,11.6,154.8,50,0,24.8,6.28
Kurunegala,2018,2,18.6,26.8,22.7,10.7,194.2,63,0,22.72,7.13
Kurunegala,2018,3,20.5,30.1,25.3,9.3,95.7,39,0,23.74,7.29
Kurunegala,2018,4,22.3,26.9,24.6,11.9,109.5,63,0,25.14,6.98
Kurunegala,2018,5,24.2,33.6,28.9,14.6,195.3,31,0,16.53,7.15
Kurunegala,2018,6,23.9,32.4,28.1,16.1,240.3,74,0,18.74,7.4
Kurunegala,2018,7,24.5,32.8,28.6,14.8,261.9,83,0,26.21,8.27
Kurunegala,2018,8,23.6,31.9,27.8,12.9,176.3,38,0,25.41,7.38
Kurunegala,2018,9,22.2,31.8,27.0,10.8,303.3,109,0,18.95,6.7
Kurunegala,2018,10,20.4,32.1,26.2,11.6,206.3,75,0,16.5,7.16
Kurunegala,2018,11,22.6,32.3,27.4,18.3,175.3,32,0,22.33,7.33
Kurunegala,2018,12,19.1,28.1,23.6,17.2,224.8,62,0,19.08,6.53
Kurunegala,2019,1,17.6,27.3,22.5,15.3,157.3,54,0,24.36,6.54
Kurunegala,2019,2,18.4,27.9,23.1,9.9,183.4,47,0,26.41,8.12
Kurunegala,2019,3,21.9,29.4,25.6,10.4,112.8,70,0,19.75,7.05
Kurunegala,2019,4,22.2,30.4,26.3,12.6,153.5,64,0,21.42,6.82
Kurunegala,2019,5,26.2,33.9,30.0,14.5,200.3,51,0,14.57,6.74
Kurunegala,2019,6,24.8,32.6,28.7,15.6,253.3,94,0,19.89,7.1
Kurunegala,2019,7,23.4,32.5,27.9,14.2,296.2,56,0,21.83,7.68
Kurunegala,2019,8,25.1,34.2,29.7,16.6,277.3,97,0,25.65,8.7
Kurunegala,2019,9,22.5,30.5,26.5,14.7,244.2,92,0,21.08,7.55
Kurunegala,2019,10,22.4,29.8,26.1,14.0,213.2,59,0,14.72,5.85
Kurunegala,2019,11,21.5,29.3,25.4,13.5,153.0,31,0,24.24,6.99
Kurunegala,2019,12,19.7,25.4,22.5,9.3,163.0,69,0,22.07,6.04
Kurunegala,2020,1,17.9,28.0,22.9,12.5,103.1,67,0,23.55,7.22
Kurunegala,2020,2,18.1,26.0,22.1,11.1,200.6,59,0,23.42,6.89
Kurunegala,2020,3,23.2,29.9,26.5,9.1,144.2,60,0,20.72,7.38
Kurunegala,2020,4,22.6,30.3,26.5,8.6,124.9,30,0,22.0,7.57
Kurunegala,2020,5,25.7,33.2,29.5,14.5,173.3,32,0,18.96,7.37
Kurunegala,2020,6,24.0,32.9,28.4,13.1,292.9,82,0,19.69,7.53
Kurunegala,2020,7,25.0,33.8,29.4,12.7,235.4,64,0,25.73,8.14
Kurunegala,2020,8,25.6,33.5,29.6,10.8,206.0,99,0,20.9,7.67
Kurunegala,2020,9,21.9,31.6,26.8,14.2,200.0,66,0,14.59,6.24
Kurunegala,2020,10,20.5,29.6,25.1,11.5,158.9,36,0,20.76,6.47
Kurunegala,2020,11,22.0,28.5,25.2,15.4,207.7,82,0,22.32,6.92
Kurunegala,2020,12,20.5,26.0,23.2,16.8,128.4,34,0,23.36,6.73
Kurunegala,2021,1,18.3,26.3,22.3,11.0,210.8,96,0,20.78,6.78
Kurunegala,2021,2,17.5,26.3,21.9,16.3,148.3,34,0,25.13,7.32
Kurunegala,2021,3,21.2,31.9,26.5,8.4,105.4,64,0,20.68,7.85
Kurunegala,2021,4,21.7,30.1,25.9,9.9,82.8,21,0,23.49,7.43
Kurunegala,2021,5,23.5,33.4,28.4,17.7,252.1,74,0,20.37,7.53
Kurunegala,2021,6,24.5,35.0,29.8,10.9,199.1,36,0,20.85,7.52
Kurunegala,2021,7,24.0,34.7,29.4,12.0,241.7,64,0,23.89,7.98
Kurunegala,2021,8,23.3,34.3,28.8,13.4,246.9,60,0,22.23,8.36
Kurunegala,2021,9,22.6,32.0,27.3,9.0,277.7,56,0,22.72,7.34
Kurunegala,2021,10,22.7,28.0,25.4,18.9,106.3,48,0,20.96,7.11
Kurunegala,2021,11,22.6,28.2,25.4,15.3,188.2,49,0,20.47,7.23
Kurunegala,2021,12,19.1,25.6,22.4,11.1,251.7,56,0,23.92,6.83
Kurunegala,2022,1,17.3,27.2,22.2,11.6,124.4,66,0,24.06,7.48
Kurunegala,2022,2,19.4,27.9,23.6,16.0,137.6,51,0,19.93,6.65
Kurunegala,2022,3,22.7,31.2,26.9,14.8,105.6,46,0,26.37,7.96
Kurunegala,2022,4,23.3,29.4,26.4,7.9,99.9,39,0,20.46,7.01
Kurunegala,2022,5,25.2,33.1,29.1,17.2,143.5,43,0,19.41,8.01
Kurunegala,2022,6,23.9,34.2,29.1,11.6,162.0,59,0,17.96,7.04
Kurunegala,2022,7,24.3,33.0,28.6,13.6,200.7,62,0,22.3,7.79
Kurunegala,2022,8,24.3,33.1,28.7,13.6,164.5,51,0,25.91,8.14
Kurunegala,2022,9,22.7,31.7,27.2,18.1,308.2,107,0,14.98,6.75
Kurunegala,2022,10,21.4,28.4,24.9,12.4,201.0,56,0,21.19,6.99
Kurunegala,2022,11,23.1,29.0,26.1,9.3,156.2,57,0,20.75,7.19
Kurunegala,2022,12,19.4,27.7,23.5,10.3,196.3,63,0,23.03,6.54
Kurunegala,2023,1,18.5,28.0,23.2,13.5,195.4,41,0,24.09,7.86
Kurunegala,2023,2,17.9,28.6,23.2,14.6,128.2,42,0,19.55,6.91
Kurunegala,2023,3,20.3,27.5,23.9,10.5,119.1,50,0,22.17,6.38
Kurunegala,2023,4,20.8,27.7,24.2,10.3,113.6,31,0,20.89,6.42
Kurunegala,2023,5,25.5,31.4,28.4,9.5,252.6,85,0,17.68,6.62
Kurunegala,2023,6,25.2,35.7,30.5,11.7,305.1,90,0,18.67,7.88
Kurunegala,2023,7,23.0,33.5,28.2,12.2,266.0,80,0,22.88,7.88
Kurunegala,2023,8,23.2,31.4,27.3,19.3,292.2,77,0,21.9,7.25
Kurunegala,2023,9,22.1,27.4,24.8,11.0,135.4,53,0,21.94,6.14
Kurunegala,2023,10,21.2,31.7,26.4,14.6,151.8,39,0,17.9,6.4
Kurunegala,2023,11,22.9,32.0,27.4,10.9,141.9,46,0,18.06,6.68
Kurunegala,2023,12,18.5,25.1,21.8,13.3,117.6,66,0,24.42,6.69
Kurunegala,2024,1,19.5,28.4,23.9,9.9,145.2,33,0,19.5,6.96
Kurunegala,2024,2,18.7,27.7,23.2,12.6,132.6,69,0,22.31,7.2
Kurunegala,2024,3,21.8,28.8,25.3,6.2,114.6,56,0,20.95,6.23
Kurunegala,2024,4,21.6,29.3,25.5,6.8,105.1,53,0,20.13,6.66
Kurunegala,2024,5,24.3,32.7,28.5,17.8,244.1,59,0,16.12,6.75
Kurunegala,2024,6,25.4,33.1,29.2,13.6,217.8,68,0,18.88,7.39
Kurunegala,2024,7,24.6,33.6,29.1,15.5,217.3,60,0,21.09,7.53
Kurunegala,2024,8,23.8,34.4,29.1,13.8,179.0,62,0,27.24,8.25
Kurunegala,2024,9,22.6,28.9,25.8,8.5,163.9,60,0,18.54,6.85
Kurunegala,2024,10,22.0,30.5,26.2,14.9,201.3,79,0,18.46,6.73
Kurunegala,2024,11,21.0,29.9,25.4,18.5,180.8,50,0,19.29,6.92
Kurunegala,2024,12,17.1,28.7,22.9,13.4,229.3,83,0,23.03,7.05
Mannar,2010,1,18.3,27.9,23.1,14.3,155.1,45,0,27.85,8.11
Mannar,2010,2,20.1,28.4,24.2,20.0,235.0,63,0,22.35,7.05
Mannar,2010,3,22.2,31.4,26.8,10.6,14.4,43,0,27.12,7.89
Mannar,2010,4,22.5,33.1,27.8,12.4,48.8,20,0,25.43,7.99
Mannar,2010,5,28.7,39.0,33.9,19.8,164.1,30,0,24.64,9.28
Mannar,2010,6,28.0,38.2,33.1,11.9,142.9,44,0,20.27,7.74
Mannar,2010,7,27.4,35.0,31.2,19.4,116.8,43,0,26.66,8.77
Mannar,2010,8,28.6,38.8,33.7,21.9,115.6,48,0,22.18,8.38
Mannar,2010,9,22.4,32.3,27.3,18.7,157.7,51,0,21.48,7.04
Mannar,2010,10,24.9,30.8,27.9,12.3,202.9,68,0,24.43,7.92
Mannar,2010,11,22.8,32.1,27.5,21.3,200.8,53,0,23.42,7.58
Mannar,2010,12,19.2,30.4,24.8,14.6,245.8,66,0,20.3,6.87
Mannar,2011,1,20.5,30.3,25.4,10.9,141.5,49,0,26.74,7.76
Mannar,2011,2,19.3,28.5,23.9,18.0,138.6,52,0,22.5,7.44
Mannar,2011,3,22.5,32.0,27.2,12.5,63.0,18,0,24.04,7.88
Mannar,2011,4,22.1,31.1,26.6,11.4,68.8,40,0,26.74,7.87
Mannar,2011,5,26.7,37.2,32.0,13.5,94.1,40,0,20.69,7.96
Mannar,2011,6,29.4,37.5,33.5,21.5,134.2,36,0,20.33,8.32
Mannar,2011,7,28.9,36.1,32.5,21.0,71.6,37,0,26.28,8.93
Mannar,2011,8,29.1,34.7,31.9,11.1,96.3,23,0,22.55,8.11
Mannar,2011,9,23.1,33.6,28.4,19.5,139.9,56,0,22.48,7.56
Mannar,2011,10,24.5,34.9,29.7,16.0,151.2,59,0,23.76,7.98
Mannar,2011,11,24.7,32.8,28.8,14.8,168.0,59,0,20.39,7.8
Mannar,2011,12,19.0,27.8,23.4,10.5,195.2,48,0,25.7,7.54
Mannar,2012,1,21.3,29.5,25.4,13.2,165.4,70,0,27.16,7.55
Mannar,2012,2,18.6,27.3,23.0,16.4,118.0,43,0,26.58,6.99
Mannar,2012,3,24.0,33.6,28.8,15.2,34.0,37,0,24.77,7.85
Mannar,2012,4,25.1,30.8,28.0,12.9,20.3,22,0,27.34,8.37
Mannar,2012,5,28.3,35.0,31.6,13.9,126.5,55,0,22.92,7.59
